,user_id,text
48,-1001871224871.0,"маша решила выйти из тт поэтому 
вот"
49,326715753.0,чем?
50,,хороший
51,1017541933.0,я же круче да ?
52,1017541933.0,
53,1017541933.0,я случился детка
54,,знаю !!!
55,785063118.0,уже все в твоем канале
56,1073224408.0,бедняга
57,326715753.0,"да, я на работе"
58,326715753.0,
59,,я тоже
60,,правильно
61,-1001871224871.0,щас всех красивых женщин соберем такими темпами…
62,326715753.0,я проголосовала против чистки и удаления
63,-1001871224871.0,еще одна тетя пришла
64,-1001871224871.0,что у вас тут случилось
65,,на ибрагима обиделись
66,,НЕТ
67,326715753.0,что у вас тут случилось
68,326715753.0,
69,326715753.0,темщик
70,1017541933.0,неужели я так ужасен..
71,1017541933.0,ну 4 человека в лс..
72,,все ошибаются
73,,тогда ладно
74,1017541933.0,это уже комплимент )
75,,лесбиянки
76,1017541933.0,"то что я ребенок всем похуй ???
травму же оставите"
77,1017541933.0,"конечно , со мной лишь так"
78,1017541933.0,старые педики
79,,афигеть она еще и пишет первая
80,-1001871224871.0,вы че все на ибрагима накинулись
81,1017541933.0,просто общаемся я букеты заношу но первый никогда не пишу
82,,"да.
американ вайб это"
83,1017541933.0,гейгейгей
84,1017541933.0,хахахахах=гей
85,,
86,,а
87,1017541933.0,так она притворялась
88,,
89,1017541933.0,я сам думал  что она не знает лол
90,1017541933.0,?
91,,в смысле гей
92,,ты мне врал
93,1017541933.0,"пипец , какой я вам гей я сам таким темпом выйду"
94,1017541933.0,она знала с первого дня
95,1017541933.0,а все остальное это я
96,1017541933.0,если там что то с монеточкой я ваще не шарю и я там не высказывал мнений про нее боже
97,1017541933.0,а че без шуток то если задело
98,1017541933.0,не вывезли..
99,1017541933.0,рил обидно
100,1017541933.0,вы че девчата ((
101,1017541933.0,аж 4???
102,,"тогда любая норм девушка бы перестала с тобой общаться 

1) ты ей соврал
2) у вас огромная разница в возрасте"
103,1017541933.0,она уже знает давно
104,-1001871224871.0,че с ибрагимом
105,,маша я плачу
106,-1001871224871.0,"ЛАДНО ЩАС БЕЗ ШУТОК
мне уже 4 подписчицы написали в лс чтоб я удалила ибрагима 

пожалуйста делай выводы что такое общение нравится далеко не всем девушкам"
107,785063118.0,ДЖУНГЛЕЙ
108,,"как она верит что тебе 20
я тебя видела 
и ты не выглядишь на 20


она впервые видит 20 летних или что"
109,1017541933.0,ну она работает если что
110,,"хз
кого ты кидал я про нее и говорю"
111,1017541933.0,мы про одного человека ??
112,1017541933.0,она работает уже сколько лет 👍🏻
113,,а схерали она еще студентка
114,1017541933.0,тупые бля даже определиться не могут
115,,сука
116,1017541933.0,минет хаха
117,,нет
118,1017541933.0,"ну разные , серьезно"
119,1017541933.0,ну тебе лучше знать
120,1017541933.0,ей 26 осенью
121,-1001871224871.0,эйджизма не потерплю
122,,МНЕ ПЛОХО
123,1017541933.0,"кроме нины , она кент уже"
124,358474242.0,эйджизма не потерплю
125,,КАКИЕ
126,1017541933.0,на других то похуй на самом деле
127,,ей максимум 21
128,358474242.0,ХАХАХАХАХААХАХАХАХ
129,,"ей 25…?
я не верю"
130,1017541933.0,даже ты ??
131,1017541933.0,есть
132,-1001871224871.0,даже соня пришла
133,-1001871224871.0,"Я РЕВУ С КОММЕНТОВ
все женщины канала против ибрагима"
134,1017541933.0,или это лиза была
135,1017541933.0,ты не помнишь я тебе показывал ???
136,358474242.0,отсчет пошел
137,,АХАХХАХА
138,,у вас общих тем не будет
139,1017541933.0,встретимся через 10 лет
140,,"ты уже разогнался 
тебе сколько? 16?
какие 25…"
141,1017541933.0,вот сучата)
142,1834486913.0,
143,358474242.0,доигрался до чистки
144,-1001871224871.0,зумеры не понимают сочных двадцатилетних теток
145,1017541933.0,по мне 25 летние прости
146,1834486913.0,зумеры не понимают сочных двадцатилетних теток
147,-1001871224871.0,
148,1017541933.0,ты хочешь сказать тут демократия??
149,,…
150,1017541933.0,нах ты циклооктан скинула
151,1017541933.0,а где надпись стоп ?
152,,🛑
153,,"хватит уже щас допиздишься и за тебя проголосуют все
и удалю
и не будет у тебя канала со взрослыми тетями"
154,1017541933.0,как обычно первый среди всех этих леймов
155,1017541933.0,когда он-я нужно писать ОН
156,1017541933.0,правильно он с большой буквы бахнула
157,,у тебя есть телефон
158,1017541933.0,ну.
159,1017541933.0,а что не так ?
160,1017541933.0,
161,,хочу
162,1017541933.0,я забыл
163,1017541933.0,ну как там было спой
164,1017541933.0,"ну и нах ты пишешь тогда , что эта афигенная лол"
165,,теперь он.
166,,за что
167,1834486913.0,А почему в очереди на чистку на первом месте все еще я а не ОН
168,1017541933.0,
169,1073224408.0,
170,1017541933.0,ток я не помню как оно звучало
171,,нету:(
172,1017541933.0,дадада
173,,гори гори гори
174,1017541933.0,а есть не афигенные ?
175,1017541933.0,толи гори толи хз
176,,это афигенная
177,1017541933.0,не помню как называется
178,1017541933.0,такие звуки джунглей сзади
179,1017541933.0,там где все горит
180,,какую
181,,сасатт
182,1017541933.0,я вообще монеточку одну песню знаю
183,1017541933.0,"ладно прочитал , хуйня"
184,,фейсу кстати не помешало бы
185,,она объяснила
186,1017541933.0,ты ахуела ?
187,1017541933.0,какой я тебе знакомый
188,-1001871224871.0,тетки это про нас
189,-1001871224871.0,НЕТ ЭТО АДЕКВАТНО?
190,-1001871224871.0,бля тетки вы че ебу дали столько писать
191,1017541933.0,если бы вы знали что еще рофлю ну да ладно
192,,У НАС РАЗНИЦА 3-4 года
193,1017541933.0,ну жаль ибрагима в конце заставляет прочитать ладно
194,,ты неправильно сформулировал
195,1017541933.0,бля тетки вы че ебу дали столько писать
196,1017541933.0,а я что сказал
197,,жаль ибрагима
198,1073224408.0,"и видим друг друга в неформальной БЕЗОПАСНОЙ обстановке, поэтому…."
199,,ааа
200,1073224408.0,"ну это нарушение этики. мы буквально видим комменты друг друга здесь

можем отвечать"
201,,афигеть……
202,1073224408.0,"да, даже так😢😢😢"
203,,"ПРЯМ ДАЖЕ ТАК?
вы же знаете друг о друге
ровно ничего"
204,1073224408.0,а фейсу можно
205,1073224408.0,"он мой знакомый, нельзя"
206,,пусть к тебе ибрагим походит
207,1073224408.0,да. все так. приходите
208,,"так вот какие они
психологи"
209,785063118.0,+++
210,1073224408.0,"люди, сливающие свою неконтролируемую агрессию в комментариях >>>>> *горите в аду🥰*"
211,,
212,785063118.0,"плачу, будет читать комментарии под видео под свой звук а там."
213,785063118.0,не как все
214,,А ОНА УВИДИТ ЭТИ ВИДЕО
215,,"да согл 
щас почему-то срут монеточку постоянно 

потому что она стала еще популярнее"
216,785063118.0,я просто очень много такого видела
217,,я тоже не понимаю 😭😭
218,,"он снял видео про то что монеточка кринж
и там ее защищали"
219,785063118.0,"я вот билли не люблю, но вообще не представляю что пишу: ой заебали её форсить под видео человека, который её любит"
220,785063118.0,"как же бесят все нытики которые: ой она меня заебала (причём про кого угодно, про любой тренд)

НЕ СМОТРИ, НАЖМИ НЕ НРАВИТСЯ, ОБОСРИ С ПОДРУГАМИ И ЗАБУДЬ 

нахуй писать под видео, где людям нравится!! и портить настроение"
221,1073224408.0,"ибрагим, у вас есть скрытый талант! скрывайте его и дальше!"
222,,у меня есть стихи
223,1017541933.0,"ну раз пока что все , тогда жду тебя"
224,,все пока
225,1017541933.0,"я не стих , а что скинуть ?🤣🤣🤣"
226,,стих. скинь.
227,1017541933.0,😂😂😂 а это что по твоему все шутки ?😹
228,1017541933.0,хотя кто его знает тоже
229,,когда норм шутки будут
230,1017541933.0,я не боже
231,,боже ДАЙ СТИХ УЖЕ
232,1017541933.0,у меня скрытый талант и я лучше скрою
233,,где он был скажи поищу
234,,скинь.
235,1017541933.0,раз ты все еще не видала тот шедевр-тебе лучше не видеть
236,,"я это поняла, а стих то будет или нет"
237,,
238,1017541933.0,"да я шутил вообще , что типо монеточка как 10₽ ты не поняла боже"
239,,"ну че ты докапываешься тип монеточка не лучшая

сам какой-то стих написал еще и скрываешь"
240,1017541933.0,ничего
241,1017541933.0,су старая уже ладно
242,,😂😂😂
243,1017541933.0,хуёк 😜
244,,ок
245,1017541933.0,не
246,,нет скинь
247,1017541933.0,ты не читала мой стих ???
248,,"ага
а после тебя фейс"
249,1017541933.0,лучший поэт-я
250,,на данный момент лучшая поэтесса
251,1017541933.0,"что за монеточка , неужели такая дорогая ???"
252,-1001871224871.0,ты тварь засунь эти черепушки себе в жопу
253,-1001871224871.0,где-то плачет одна нина
254,-1001871224871.0,😃
255,,я в шоке
256,1834486913.0,"АХАХХАХАХАХАХАХАХАХ

Спасибо! 🫦🫶"
257,1073224408.0,зато фотка красивая
258,1834486913.0,Мои априори да .(
259,1073224408.0,"наши комментарии тоже относятся к негативным, я уверена"
260,1073224408.0,ВХХАВХХВХВХВХХВВХ
261,1834486913.0,"Я так понимаю позитивные это про Стешу 

Остальные негативные"
262,1073224408.0,что
263,,сложно объяснить
264,1282894199.0,"АХХАХАХ
как это определяется"
265,-1001871224871.0,где все эти позитивные посты ..
266,,ХАХАХАХА
267,1834486913.0,где все эти позитивные посты ..
268,-1001871224871.0,вот зачем стелла анализировала мой тгк…
269,785063118.0,не-а (
270,,"концовка убила
дима не шарит за это всё?"
271,785063118.0,простите за нытье подписчики
272,785063118.0,
273,785063118.0,
274,,
275,785063118.0,я так боюсь и откладываю.
276,785063118.0,там сложно да? 😭😭😭
277,,"ага
нихера не получается 
перенос на завтра 🙏🥹"
278,785063118.0,это на андат?
279,-1001871224871.0,стелла
280,-1001871224871.0,стелла сделала код моего тг канала…
281,-1001871224871.0,"мы делаем матешу
у нас ничего не получается"
282,-1001871224871.0,"мило 

в пикеты про то как собаки людей сгрызают будут?"
283,-1001871224871.0,
284,,кто не знал этот мем сделала маша
285,785063118.0,моя репутация в глазах твоих подписчиков роскошна
286,-1001871224871.0,
287,1834486913.0,
288,-1001871224871.0,"- блин ты такая айтишница… я бы влюбилась
- еще одно слово и ты сама будешь это писать."
289,-1001871224871.0,
290,-1001871224871.0,
291,-1001871224871.0,в самокате закончился мой любимый булгур и пришлось заказать рис… не советую 🤮
292,1834486913.0,Кажется нужно бежать
293,-1001871224871.0,ну чтож
294,,ес ес
295,1834486913.0,и ходишь ты иногда так же
296,1834486913.0,В больших широких штанах она еще больше похожа на тебя
297,922117640.0,я люблю ее больше мимино
298,,приятно
299,922117640.0,я люблю ее больше вас всех вместе взятых
300,-1001871224871.0,"она как тряпичная кукла
посмотрите как она ходит я плачу"
301,-1001871224871.0,"марина мне присылает все новые аутфиты стеши 

но с этого я так хихикнула что решила поделиться"
302,-1001871224871.0,
303,992569407.0,дааа
304,,ХАХААХХА
305,1834486913.0,
306,,"ну так я не говорю что это правда
просто у всех будет такая ассоциация
и все так шутят…"
307,1017541933.0,стереотипы часто бывают глупыми
308,,"к сожалению мнение об универах складывается из стереотипов

поэтому
вышка - фрики 
плешка - додики 
бауманка - задроты 
мгимо - мажоры 
ранхигс - армяне 
мгу - ботаны"
309,1017541933.0,там тебе такие задроты
310,1017541933.0,ты видела с кем я на тренировки туда гоняю ?
311,,"кто
задроты из плешки…"
312,1017541933.0,"не называй плехановку плешкой ,  тебя отпиздят"
313,,"плешка кринж 
в рахне афигенный бассейн
там пловчихи секси (мы с подружками)"
314,1017541933.0,если бы девушки ходили на тренировки в плехановку:
315,-1001871224871.0,светлана будет моей
316,-1001871224871.0,"ай вон ит 
ай гад ит"
317,-1001871224871.0,
318,-1001871224871.0,да.
319,-1001871224871.0,"моя одногруппница идентифицирует себя как нейросеть, поэтому не пришла на экзамен"
320,-1001871224871.0,
321,1016946174.0,дома
322,-1001871224871.0,🙏
323,,очень
324,1073224408.0,добрые пельмешки
325,-1001871224871.0,
326,378596903.0,Я знаю куда уйдет твоя зп🙂‍↕️😂
327,,почти
328,378596903.0,"Они, что прошли афганскую войну…"
329,495362205.0,жду коммент лэйвэй москоу
330,-1001871224871.0,
331,,да.
332,1073224408.0,воронцовский парк из обзора лмедиа
333,-1001871224871.0,"посты полины: 🌸❤️🥰
мои: 🔪💀🪦"
334,-1001871224871.0,
335,-1001871224871.0,
336,-1001871224871.0,
337,-1001871224871.0,до лета осталось 2 дня 2 часа 15 минут 🌟
338,-1001871224871.0,
339,-1001871224871.0,
340,-1001871224871.0,
341,-1001871224871.0,
342,1017541933.0,лучшая
343,992569407.0,а я за шаурмой
344,-1001871224871.0,"5 минут назад обсуждали с полиной как круто вести здоровый образ жизни 

щас молча идем в мак."
345,,ХАХААХХА
346,1834486913.0,"Мне так полюбился этот мем, спасибо этому каналу"
347,1834486913.0,Рэпер и его девушка
348,,"нет
хуже"
349,1073224408.0,ты снова позвонила ей в 2 ночи?
350,1073224408.0,ты его придумала
351,-1001871224871.0,как-то
352,-1001871224871.0,мы подружились со всеми девочками чико рико
353,-1001871224871.0,теперь точно последний.
354,495362205.0,в жизни лучше выглядит
355,-1001871224871.0,ну
356,-1001871224871.0,
357,1834486913.0,Аминь
358,358474242.0,"АХАХАХАХАХАХ
только если вот так извинишься

https://youtu.be/ItZH3CUi4fM?si=l17QIoqtEECfp7LS"
359,,ну показать можно да
360,-1001871224871.0,"я ужасная подруга 
соня прости 
🦎"
361,1017541933.0,тебе рил дать?
362,1282894199.0,нормально вроде
363,-1001871224871.0,"когда-нибудь я оденусь так
что ибрагим НЕ напишет «колхоз»"
364,,помогите их нет в гугле
365,1017541933.0,покупай шорты дикис трубы
366,1017541933.0,ну они просто колхоз :)
367,1017541933.0,ааа
368,,"ну скажи как надо 
какой у тебя аутфит"
369,,"нет
это было

че не так? отвечай 
а не

че, не так отвечай"
370,1017541933.0,нет не все
371,1017541933.0,хорошо буду всегда отвечать не как считаю
372,-1001871224871.0,у меня депрессия из-за ибрагима
373,-1001871224871.0,"никто не будет смотреть твои репортажи , если они будут как у всех"
374,,😭😭😭😭ЭТО ДРУГОЕ
375,,"нет я хочу выглядеть стильно
ниче что ВСЕ ЛЮДИ В МИРЕ смотрят на других и делают так же"
376,1017541933.0,"никто не будет смотреть твои репортажи , если они будут как у всех"
377,1017541933.0,а почему ты всегда пытаешься подстраиваться под всех ?
378,,я в тт видела щас все так ходят нет разве
379,,ЧЕ НЕ ТАК ОТВЕЧАЙ
380,,с чего ради
381,1017541933.0,деревня
382,,я уже прогиналась раз 200
383,862787766.0,
384,862787766.0,они не заставят нас прогнуться
385,862787766.0,НЕЕЕЕТ
386,,
387,,"ну возьми на всякий да
я в туалете перед парой перекдегусь 
спасибо"
388,785063118.0,Могу на всякий
389,,думаешь докопаются?
390,785063118.0,Остановила
391,785063118.0,Я вот.
392,785063118.0,"Я ещё не вышла, взять?"
393,,а почему меня никто не остановил
394,,……а моя футболка
395,785063118.0,😭
396,785063118.0,Ну судя по письму да
397,,"не поняла
на паре кто-то кроме кожемякина будет.?"
398,785063118.0,Вообще нет
399,785063118.0,Для комиссии образования
400,,жизни не видела…
401,,я хз где моя зачетка
402,,не
403,358474242.0,"подготовка к зачету у кожемяки серьезная конечно 
но важный вопрос: ЗАЧЕТКА С СОБОЙ?"
404,992569407.0,я ни разу в жизни не брила руки
405,992569407.0,
406,-1001871224871.0,что-то я вообще очень волосатая у меня комплексы 😢
407,-1001871224871.0,"брить руки?
да/нет"
408,-1001871224871.0,так лучше
409,-1001871224871.0,"НИКТО не заметил пятно
вы хотите чтоб я опозорилась в унике?"
410,992569407.0,это модные шорты
411,992569407.0,согл с фидан
412,-1001871224871.0,скоро будет чистка и на канале останется ТОЛЬКО фидан
413,,спасибо 🙏
414,378596903.0,Нормально получилось
415,378596903.0,Получились Бермуды )))
416,-1001871224871.0,"прям очень плохо?
да/нет"
417,,я в этом пойду в уник
418,326715753.0,выбросить
419,-1001871224871.0,я подрезала штаны теперь они похожи на говно че делать
420,-1001871224871.0,
421,,ну потому что
422,992569407.0,а у меня ласт фм нет мне лень
423,992569407.0,ахаха почему
424,-1001871224871.0,нина такая типа:
425,,и я
426,380254144.0,я до сих пор нихуя не поняла что там произошло
427,1017541933.0,какой бэйбичино
428,1017541933.0,ты ебанулссь ?
429,378596903.0,Попробуй
430,,афиг я не пробовала
431,378596903.0,у них еще матча вкусная (лавандовая)
432,,это бейбичино?
433,1017541933.0,
434,1017541933.0,когда ты станешь журналистом буду твой новостной канал смотреть и всему верить
435,1017541933.0,верю су поэтому выезжаем
436,,давай
437,1017541933.0,Я СЕРЬЗНО
438,1017541933.0,Я БЕГУ ПОКУПАТЬ
439,1017541933.0,РААЛЬНО?
440,-1001871224871.0,"в серфе очень вкусный айс латте 
ну на кокосовом точно"
441,-1001871224871.0,"ходят слухи что если не купить айс латте во время прогулки
умрет путин 
но мы не сдержались"
442,1282894199.0,на удачу
443,1073224408.0,ЗАХААХ
444,,😭😭😭😭
445,1017541933.0,чтоб нормально все сдавала
446,1834486913.0,🫦
447,-1001871224871.0,какая-то женщина в метро дала мне по жопе 😍
448,785063118.0,Нифига
449,-1001871224871.0,
450,1834486913.0,"тише, дай ей подепрессовать и подумать о смерти"
451,378596903.0,У тебя ещё есть проект и можешь 10 баллов получить
452,,ПОТОМУЧТО
453,1834486913.0,че ореш
454,,НИГДЕ
455,1834486913.0,а где плюс
456,-1001871224871.0,английский минус
457,-1001871224871.0,не очень удачный конец  учебного года получился
458,-1001871224871.0,ТВАРИ НЕ ДАЛИ СПИСАТЬ ПО НУЛЯМ
459,1016946174.0,анализируй чей это плейлист
460,1016946174.0,яток что слушала бургер фейса а теперь ретро песни кпопа 90х
461,,ЗАХАХАХА
462,495362205.0,попроси скинуть тест
463,-1001871224871.0,блин опаздываю(
464,-1001871224871.0,у меня плейлист пятиклассницы 🕸️
465,-1001871224871.0,зачем я еду на экзамен выучив ровно ноль слов из лексики
466,-1001871224871.0,"НЕ 
ЗНА
Ю 
Я"
467,-1001871224871.0,"почему в метро так холодно, а на улице так жарко 🤕
я болею имейте совесть"
468,-1001871224871.0,"в россии так холаднааааа 
из-за меняяяаа 😭😭😭😭"
469,-1001871224871.0,перестань
470,-1001871224871.0,эээ
471,-1001871224871.0,"чет меня жестко начинает бесить управляющая кофейни

еще один гон на меня и я пишу что у меня диагностировали рак и очень грустно что они «не верили, что я правда болею»…"
472,-1001871224871.0,😌😌😌😌😌😌
473,495362205.0,da
474,,там в другом не пускают?
475,495362205.0,мой дресс-код на практике
476,495362205.0,
477,-1001871224871.0,👇
478,-1001871224871.0,
479,-1001871224871.0,кожемякин научился делать красные буквы
480,1073224408.0,"Это ты со своими чистками, если бы была в тт"
481,-1001871224871.0,😨
482,-1001871224871.0,😭
483,-1001871224871.0,щас как поем в самокате…
484,358474242.0,ХААХАХАХАХАХАХАХ
485,-1001871224871.0,сусанн ТЫ КУДА МНЕ ПОЛВТОРОГО ЗВОНИЛА ОБЪЯСНИ МНЕ
486,992569407.0,хэпи хаус
487,-1001871224871.0,случайно позвонила соне в пол второго ночи 😔
488,,"упрощенную читала я
и моменты для достоевского. 

полностью прям я не читала"
489,785063118.0,Стоп реально??
490,-1001871224871.0,сраная свобода слова
491,,
492,378596903.0,вопрос не может ввергнуть в ступор также этот вопрос от сестры:
493,-1001871224871.0,"стелла только что спросила у меня:

- стоп ты реально не читала библию?

ЧТО."
494,-1001871224871.0,
495,-1001871224871.0,да
496,,но не этой фирмы
497,,я пробовала!!
498,378596903.0,у них еще очень вкусное варенье из лепестков розы
499,378596903.0,дааааа
500,,"очень вкусное
ты тоже любишь варенье из грецкого ореха?
я обожаю"
501,378596903.0,ну как?
502,-1001871224871.0,дегустируем варенье из азербайджана
503,-1001871224871.0,стелла мне делает чай с вареньем
504,-1001871224871.0,стелла доделала уборку
505,-1001871224871.0,стелла делает уборку
506,,бардак ее
507,1834486913.0,бардак ее напугал или она его
508,-1001871224871.0,стелла хочет уйти
509,-1001871224871.0,стелла пришла.
510,-1001871224871.0,стелла придет через минуту и увидит бардак
511,,золотая карта орла и решки
512,1834486913.0,"У меня Мила как-то спросила про мечту 
- я хочу заходить в любой магазин и, не смотря на цену, просто брать и карточкой пикать 
- и правда звучит как мечта.."
513,-1001871224871.0,"норм мне мама позвонила и

- полина тоже заболела?
- да
- молодцы."
514,-1001871224871.0,моя мечта ходить во вкусвилл каждый день  и не отказывать себе не в чем
515,,там меньше 5/20 гарантирую
516,785063118.0,Так это без модульной все ок будет
517,,нет
518,992569407.0,29 если округлять! три балла всего до счастливого человека не хватает
519,,нет.
520,1834486913.0,ХААХАХХАХАХАХАХАХА Я ВИДЕЛА ДО ИЗМЕНЕНИЙ
521,,поняла
522,1834486913.0,
523,-1001871224871.0,"28/60
как вам ребят"
524,,да..
525,-1001871224871.0,"только вот там я письменный написала гораздо лучше чем. ладно всё
проехали"
526,1834486913.0,так это больше половины! уже результат
527,-1001871224871.0,"у меня зимой была ТАКАЯ ЖЕ ситуация
у меня было 28 баллов
что за проклятие числа 28"
528,-1001871224871.0,"боже как набрать на устном экзамене типа
10/20"
529,-1001871224871.0,"28.7 ЗА ВСЕ ВМЕСТЕ
я умру ХАХАХА"
530,785063118.0,А. Такой план
531,,я хотела чтобы без устного и проекта у меня уже был 61
532,,ну я поэтому и говорю что из 70
533,785063118.0,Так ещё модульная и проект
534,-1001871224871.0,я честно рассчитывала на 52/70
535,-1001871224871.0,"35/70
я молчу."
536,-1001871224871.0,"щас посчитаю баллы алиши и скажу
злая я или нет"
537,-1001871224871.0,"не то чтобы я заслужила больше, НО"
538,-1001871224871.0,"боже скинули баллы за англ АХАХАХ

48/70

🫤🫤🫤
ну ладно"
539,,я подожду
540,831938692.0,мне 20 часов ехать
541,-1001871224871.0,"кто хочет приехать ко мне домой и сделать уборку?

(я болею у меня температура сопли и горло)"
542,-1001871224871.0,я зашла в избранные и обосралась
543,-1001871224871.0,пожалуйста
544,-1001871224871.0,больше 32 = я самый счастливый человек
545,-1001871224871.0,"сегодня скинут баллы по испанскому, полученные за модуль
уже чувствую запах пересдачи"
546,1073224408.0,ХАХАХАХАХА
547,-1001871224871.0,
548,,"курсовые 🏴‍☠️ 
у нас защита 3-7 июня"
549,570253865.0,у меня сегодня удачное свидание с сессией и с защитой курсовой 😔😔
550,,да полина мне рассказала… удачного свидания 🕯️
551,570253865.0,
552,495362205.0,я больше не ем чипсы
553,570253865.0,"мне сегодня с ней встречаться нужно, не бери грех на душу, не заставляй меня жить без шорт дальше…"
554,-1001871224871.0,"НЕТ ЭТО НОРМАЛЬНО 
мы ни разу не ели в постели со дня знакомства с полиной 
потому что она запрещает
а тут…"
555,992569407.0,я разочарована....
556,992569407.0,
557,-1001871224871.0,полин??????
558,-1001871224871.0,"полина я жила с тобой 2 года, чипсы помимо кровати ты нигде не ешь."
559,570253865.0,"полина я жила с тобой 2 года, чипсы помимо кровати ты нигде не ешь."
560,,в конце лоб для уверенности почесала
561,992569407.0,
562,,спасибо
563,,"у меня собака была
это я помнила"
564,992569407.0,
565,,ты такая амбассадорка джоджии я не могу
566,,ХАХАХАХАХА В ГРУЗИЮ
567,,я забыла кто у меня был скинь фотку
568,992569407.0,
569,992569407.0,УЛЕТЕЛА В АМЕРИКУ
570,992569407.0,АХАХА
571,,
572,495362205.0,
573,-1001871224871.0,я думала съеду от мамы и буду делать все что захочу
574,-1001871224871.0,кого я учила что нельзя есть в кровати
575,-1001871224871.0,"тут должна была быть какая-то кавайная чувырла, но она улетела в америку"
576,-1001871224871.0,"боже эта мегасвязка ключей меня убивает

потерянный полубрелок нины: 🚬"
577,-1001871224871.0,"достала с сушилки постельное белье
постелила
думаю
ладно поем в постели бутерброд.

угадайте кто капнул клюквенный соус на новую постель"
578,-1001871224871.0,я щас буду биться башкой об стену
579,-1001871224871.0,"ну мне стыдно за него, но 
захват лмедиа через 3…2…"
580,-1001871224871.0,"норм что мой кружок в лмедиа просто ужасен, а там 60 реакций 

карина пока 👋"
581,,потекло вниз
582,1017541933.0,а у нее что с лицом там на аве
583,-1001871224871.0,это смешно согласитесь
584,-1001871224871.0,я просто
585,-1001871224871.0,😢
586,-1001871224871.0,
587,,"лмедиа потому что libera media 
либеральное медиа 
😭😭
да. мы украли у лэйвэй"
588,1017541933.0,
589,,😭😭
590,1073224408.0,я бы такую новость хотела бы услышать
591,1171425897.0,я щас кину
592,-1001871224871.0,"- полин покидай пожалуйста новости для рубрики в лмедиа 
-"
593,992569407.0,сана я подавилась семечками
594,992569407.0,АХАХА НИКТО НЕ ПОНИМАЕТ В КОММЕНТАХ
595,1073224408.0,а где?
596,1073224408.0,АХАХАХХААХ
597,785063118.0,Лучше
598,1016946174.0,там же где и субмарина?
599,-1001871224871.0,мое итоговое эссе для гарбузняк:
600,1073224408.0,"я веду блокнотик, называется тетрадь смерти🥰🥰"
601,378596903.0,"ХАХАХАХА
В ТОЧКУ"
602,,я рада что ты все помнишь
603,1073224408.0,если не проспит опять с ключами 😇😇😇😇😇
604,-1001871224871.0,"заставляют есть свинину и пить
БОЖЕ нельзя было адекватно объяснить мне плохо"
605,378596903.0,Она их заберет все  пока нет Сусанны
